subject_id,block_id,trial_no,choice_location,outcomeA,outcomeB,chosen_reward,option_left,option_right,choiceprobA,choiceprobB
71,3,4,right,4,1,4,B,A,1,0
71,3,5,left,4,6,6,B,A,0,1
71,3,6,right,4,6,4,B,A,1,0
71,3,7,right,4,6,4,B,A,1,0
71,3,8,right,4,6,4,B,A,1,0
71,3,9,right,4,6,4,B,A,1,0
71,3,10,right,4,6,4,B,A,1,0
71,3,11,left,4,6,6,B,A,0,1
71,3,12,left,4,6,6,B,A,0,1
71,3,13,left,4,6,6,B,A,0,1
71,3,14,left,4,6,6,B,A,0,1
71,3,15,left,4,6,6,B,A,0,1
71,3,16,left,4,6,6,B,A,0,1
71,3,17,left,4,6,6,B,A,0,1
71,3,18,left,4,6,6,B,A,0,1
71,3,19,left,4,6,6,B,A,0,1
71,3,20,left,4,6,6,B,A,0,1
71,3,21,left,4,1,1,B,A,0,1
71,3,22,right,4,6,4,B,A,1,0
71,3,23,left,4,6,6,B,A,0,1
71,3,24,left,4,6,6,B,A,0,1
71,3,25,left,9,6,6,B,A,0,1
71,3,26,right,4,6,4,B,A,1,0
71,3,27,left,4,6,6,B,A,0,1
71,3,28,left,4,6,6,B,A,0,1
71,3,29,left,4,6,6,B,A,0,1
71,3,30,left,4,6,6,B,A,0,1
71,4,1,left,4,6,6,B,A,0,1
71,4,2,left,4,6,6,B,A,0,1
71,4,3,left,9,1,1,B,A,0,1
71,4,4,right,4,6,4,B,A,1,0
71,4,5,left,9,6,6,B,A,0,1
71,4,6,left,9,6,6,B,A,0,1
71,4,7,left,4,1,1,B,A,0,1
71,4,8,right,4,6,4,B,A,1,0
71,4,9,right,4,1,4,B,A,1,0
71,4,10,right,4,1,4,B,A,1,0
71,4,11,right,4,6,4,B,A,1,0
71,4,12,right,9,6,9,B,A,1,0
71,4,13,left,9,1,1,B,A,0,1
71,4,14,left,4,6,6,B,A,0,1
71,4,15,right,4,6,4,B,A,1,0
71,4,16,right,9,6,9,B,A,1,0
71,4,17,left,4,6,6,B,A,0,1
71,4,18,left,4,6,6,B,A,0,1
71,4,19,right,4,6,4,B,A,1,0
71,4,20,right,4,6,4,B,A,1,0
71,4,21,right,9,6,9,B,A,1,0
71,4,22,left,9,1,1,B,A,0,1
71,4,23,left,9,1,1,B,A,0,1
71,4,24,left,4,6,6,B,A,0,1
71,4,25,left,4,6,6,B,A,0,1
71,4,26,right,9,6,9,B,A,1,0
71,4,27,right,4,6,4,B,A,1,0
71,4,28,right,4,1,4,B,A,1,0
71,4,29,right,4,1,4,B,A,1,0
71,4,30,right,4,1,4,B,A,1,0
